contig	length	depth_mapped	gc	maxbin	metabat
k99_18464	1299	1047	44	maxbin_1	metabat_unbinned
k99_114279	1299	53	39	maxbin_2	metabat_unbinned
k99_90564	1298	65	40	maxbin_2	metabat_unbinned
k99_73836	1298	77	37	maxbin_2	metabat_unbinned
k99_47773	1298	29	45	maxbin_2	metabat_unbinned
k99_24739	1298	25	31	maxbin_2	metabat_unbinned
k99_8963	1297	37	34	maxbin_2	metabat_unbinned
k99_83934	1297	43	48	maxbin_1	metabat_unbinned
k99_7091	1297	90	36	maxbin_2	metabat_unbinned
k99_50240	1297	51	44	maxbin_2	metabat_unbinned
k99_49470	1297	166	36	maxbin_2	metabat_unbinned
k99_14359	1297	48	38	maxbin_2	metabat_unbinned
k99_118127	1297	76	39	maxbin_2	metabat_unbinned
k99_93732	1296	134	32	maxbin_2	metabat_unbinned
k99_64190	1296	31	32	maxbin_2	metabat_unbinned
k99_45931	1296	84	37	maxbin_2	metabat_unbinned
k99_41227	1296	95	36	maxbin_2	metabat_unbinned
k99_12697	1296	30	39	maxbin_2	metabat_unbinned
k99_9551	1295	40	36	maxbin_2	metabat_unbinned
k99_47825	1295	73	41	maxbin_2	metabat_unbinned
k99_3573	1295	116	37	maxbin_2	metabat_unbinned
k99_17032	1295	56	40	maxbin_2	metabat_unbinned
k99_82171	1294	50	39	maxbin_2	metabat_unbinned
k99_77424	1294	39	37	maxbin_2	metabat_unbinned
k99_74622	1294	52	38	maxbin_2	metabat_unbinned
k99_73170	1294	61	32	maxbin_2	metabat_unbinned
k99_38393	1294	26	36	maxbin_2	metabat_unbinned
k99_3802	1294	104	45	maxbin_2	metabat_unbinned
k99_125129	1294	19	37	maxbin_2	metabat_unbinned
k99_12100	1294	37	39	maxbin_2	metabat_unbinned
k99_100793	1294	140	34	maxbin_2	metabat_unbinned
k99_87786	1293	1339	44	maxbin_1	metabat_unbinned
k99_84276	1293	438	37	maxbin_2	metabat_unbinned
k99_45564	1293	75	39	maxbin_2	metabat_unbinned
k99_38462	1293	673	35	maxbin_2	metabat_unbinned
k99_27005	1293	43	38	maxbin_2	metabat_unbinned
k99_103922	1293	33	36	maxbin_2	metabat_unbinned
k99_102672	1293	56	44	maxbin_2	metabat_unbinned
k99_96358	1292	25	37	maxbin_2	metabat_unbinned
k99_92134	1292	38	40	maxbin_2	metabat_unbinned
k99_85817	1292	181	38	maxbin_2	metabat_unbinned
k99_51667	1292	105	36	maxbin_2	metabat_unbinned
k99_40919	1292	75	38	maxbin_2	metabat_unbinned
k99_24372	1292	30	41	maxbin_2	metabat_unbinned
k99_123067	1292	63	34	maxbin_2	metabat_unbinned
k99_122384	1292	39	36	maxbin_2	metabat_unbinned
k99_10578	1292	89	37	maxbin_2	metabat_unbinned
k99_74155	1291	48	38	maxbin_2	metabat_unbinned
k99_50510	1291	100	59	maxbin_2	metabat_unbinned
k99_42600	1291	128	34	maxbin_2	metabat_unbinned
k99_35662	1291	94	39	maxbin_2	metabat_unbinned
k99_3117	1291	40	34	maxbin_2	metabat_unbinned
k99_30695	1291	22	33	maxbin_2	metabat_unbinned
k99_25502	1291	42	41	maxbin_2	metabat_unbinned
k99_14642	1291	69	40	maxbin_2	metabat_unbinned
k99_124680	1291	35	37	maxbin_2	metabat_unbinned
k99_10509	1291	48	37	maxbin_2	metabat_unbinned
k99_95153	1290	34	39	maxbin_2	metabat_unbinned
k99_6536	1290	30	41	maxbin_2	metabat_unbinned
k99_53460	1290	90	40	maxbin_2	metabat_unbinned
k99_40818	1290	94	35	maxbin_2	metabat_unbinned
k99_119487	1290	19	38	maxbin_2	metabat_unbinned
k99_76847	1289	198	41	maxbin_2	metabat_unbinned
k99_7438	1289	34	45	maxbin_2	metabat_unbinned
k99_38808	1289	140	40	maxbin_2	metabat_unbinned
k99_24365	1289	192	47	maxbin_2	metabat_unbinned
k99_109624	1289	35	35	maxbin_2	metabat_unbinned
k99_104936	1289	38	34	maxbin_2	metabat_unbinned
k99_91652	1288	41	37	maxbin_2	metabat_unbinned
k99_83992	1288	64	38	maxbin_2	metabat_unbinned
k99_39822	1288	56	44	maxbin_2	metabat_unbinned
k99_32871	1288	63	33	maxbin_2	metabat_unbinned
k99_27792	1288	143	37	maxbin_2	metabat_unbinned
k99_92332	1287	89	42	maxbin_2	metabat_unbinned
k99_76081	1287	31	36	maxbin_2	metabat_unbinned
k99_98428	1286	1799	40	maxbin_2	metabat_unbinned
k99_96902	1286	1372	46	maxbin_1	metabat_unbinned
k99_9041	1286	36	39	maxbin_2	metabat_unbinned
k99_82934	1286	41	36	maxbin_2	metabat_unbinned
k99_81639	1286	32	39	maxbin_2	metabat_unbinned
k99_36011	1286	24	35	maxbin_2	metabat_unbinned
k99_30815	1286	117	39	maxbin_2	metabat_unbinned
k99_28348	1286	37	45	maxbin_1	metabat_unbinned
k99_56229	1285	236	35	maxbin_2	metabat_unbinned
k99_55736	1285	94	35	maxbin_2	metabat_unbinned
k99_31983	1285	176	37	maxbin_2	metabat_unbinned
k99_284	1285	147	35	maxbin_2	metabat_unbinned
k99_15434	1285	41	36	maxbin_2	metabat_unbinned
k99_118222	1285	52	44	maxbin_2	metabat_unbinned
k99_85160	1284	29	36	maxbin_2	metabat_unbinned
k99_47402	1284	91	43	maxbin_2	metabat_unbinned
k99_13210	1284	58	40	maxbin_2	metabat_unbinned
k99_92570	1283	187	43	maxbin_2	metabat_unbinned
k99_91570	1283	37	38	maxbin_2	metabat_unbinned
k99_90936	1283	63	33	maxbin_2	metabat_unbinned
k99_88581	1283	411	36	maxbin_2	metabat_unbinned
k99_75188	1283	27	40	maxbin_2	metabat_unbinned
k99_71309	1283	77	32	maxbin_2	metabat_unbinned
k99_38423	1283	273	37	maxbin_2	metabat_unbinned
k99_31752	1283	63	36	maxbin_2	metabat_unbinned
k99_26877	1283	79	39	maxbin_2	metabat_unbinned
k99_24758	1283	54	35	maxbin_2	metabat_unbinned
k99_10335	1283	41	36	maxbin_2	metabat_unbinned
k99_51653	1282	20	37	maxbin_2	metabat_unbinned
k99_38565	1282	30	33	maxbin_2	metabat_unbinned
k99_26758	1282	31	41	maxbin_2	metabat_unbinned
k99_124687	1282	24	40	maxbin_2	metabat_unbinned
k99_93514	1281	39	37	maxbin_2	metabat_unbinned
k99_79557	1281	20	35	maxbin_2	metabat_unbinned
k99_72795	1281	30	35	maxbin_2	metabat_unbinned
k99_14472	1281	22	34	maxbin_2	metabat_unbinned
k99_117787	1281	96	36	maxbin_2	metabat_unbinned
k99_90371	1280	106	37	maxbin_2	metabat_unbinned
k99_86081	1280	41	36	maxbin_2	metabat_unbinned
k99_67863	1280	29	45	maxbin_1	metabat_unbinned
k99_62305	1280	88	32	maxbin_2	metabat_unbinned
k99_46947	1280	26	35	maxbin_2	metabat_unbinned
k99_44498	1280	58	35	maxbin_2	metabat_unbinned
k99_2164	1280	73	47	maxbin_1	metabat_unbinned
k99_80416	1279	25	35	maxbin_2	metabat_unbinned
k99_44470	1279	66	37	maxbin_2	metabat_unbinned
k99_40422	1279	56	41	maxbin_2	metabat_unbinned
k99_30163	1279	34	35	maxbin_2	metabat_unbinned
k99_126533	1279	81	38	maxbin_2	metabat_unbinned
k99_106646	1279	27	33	maxbin_2	metabat_unbinned
k99_50619	1278	182	36	maxbin_2	metabat_unbinned
k99_127162	1278	126	44	maxbin_2	metabat_unbinned
k99_121929	1278	26	37	maxbin_2	metabat_unbinned
k99_110868	1278	98	45	maxbin_1	metabat_unbinned
k99_98741	1277	30	40	maxbin_2	metabat_unbinned
k99_88061	1277	36	49	maxbin_1	metabat_unbinned
k99_72824	1277	90	36	maxbin_2	metabat_unbinned
k99_67180	1277	75	37	maxbin_2	metabat_unbinned
k99_59923	1277	900	47	maxbin_1	metabat_unbinned
k99_58237	1277	156	35	maxbin_2	metabat_unbinned
k99_51679	1277	185	40	maxbin_2	metabat_unbinned
k99_39062	1277	96	35	maxbin_2	metabat_unbinned
k99_19720	1277	69	30	maxbin_2	metabat_unbinned
k99_14544	1277	33	45	maxbin_1	metabat_unbinned
k99_13532	1277	50	40	maxbin_2	metabat_unbinned
k99_1140	1277	496	35	maxbin_2	metabat_unbinned
k99_100388	1277	225	35	maxbin_2	metabat_unbinned
k99_94555	1276	26	34	maxbin_2	metabat_unbinned
k99_61685	1276	39	41	maxbin_2	metabat_unbinned
k99_50986	1276	33	38	maxbin_2	metabat_unbinned
k99_41502	1276	40	35	maxbin_2	metabat_unbinned
k99_28991	1276	35	38	maxbin_2	metabat_unbinned
k99_27546	1276	44	46	maxbin_1	metabat_unbinned
k99_114978	1276	109	38	maxbin_2	metabat_unbinned
k99_97179	1275	50	44	maxbin_2	metabat_unbinned
k99_89927	1275	153	34	maxbin_2	metabat_unbinned
k99_67369	1275	43	38	maxbin_2	metabat_unbinned
k99_66457	1275	70	45	maxbin_1	metabat_unbinned
k99_59935	1275	35	36	maxbin_2	metabat_unbinned
k99_55854	1275	35	33	maxbin_2	metabat_unbinned
k99_54946	1275	28	35	maxbin_2	metabat_unbinned
k99_124582	1274	35	37	maxbin_2	metabat_unbinned
k99_123376	1274	55	32	maxbin_2	metabat_unbinned
k99_109876	1274	69	40	maxbin_2	metabat_unbinned
k99_94044	1273	20	32	maxbin_2	metabat_unbinned
k99_76184	1273	36	41	maxbin_2	metabat_unbinned
k99_75178	1273	44	43	maxbin_2	metabat_unbinned
k99_58512	1273	105	42	maxbin_2	metabat_unbinned
k99_53924	1273	146	34	maxbin_2	metabat_unbinned
k99_3893	1273	149	37	maxbin_2	metabat_unbinned
k99_38531	1273	60	32	maxbin_2	metabat_unbinned
k99_20849	1273	28	40	maxbin_2	metabat_unbinned
k99_102921	1273	18	33	maxbin_2	metabat_unbinned
k99_9346	1272	41	56	maxbin_noclass	metabat_unbinned
k99_88507	1272	270	42	maxbin_2	metabat_unbinned
k99_80774	1272	287	35	maxbin_2	metabat_unbinned
k99_52202	1272	24	36	maxbin_2	metabat_unbinned
k99_37135	1272	130	38	maxbin_2	metabat_unbinned
k99_21145	1272	20	31	maxbin_2	metabat_unbinned
k99_12994	1272	45	39	maxbin_2	metabat_unbinned
k99_88600	1271	130	48	maxbin_2	metabat_unbinned
k99_78853	1271	32	40	maxbin_2	metabat_unbinned
k99_59922	1271	25	35	maxbin_2	metabat_unbinned
k99_57687	1271	1031	47	maxbin_1	metabat_unbinned
k99_5401	1271	71	37	maxbin_2	metabat_unbinned
k99_43497	1271	56	37	maxbin_2	metabat_unbinned
k99_42526	1271	54	43	maxbin_2	metabat_unbinned
k99_32116	1271	23	37	maxbin_2	metabat_unbinned
k99_31581	1271	136	36	maxbin_2	metabat_unbinned
k99_99000	1270	27	34	maxbin_2	metabat_unbinned
k99_49966	1270	29	38	maxbin_2	metabat_unbinned
k99_119742	1270	40	38	maxbin_2	metabat_unbinned
k99_34813	1269	89	36	maxbin_2	metabat_unbinned
k99_20765	1269	205	39	maxbin_2	metabat_unbinned
k99_16521	1269	21	38	maxbin_2	metabat_unbinned
k99_14828	1269	26	43	maxbin_2	metabat_unbinned
k99_108743	1269	110	35	maxbin_2	metabat_unbinned
k99_101819	1269	48	35	maxbin_2	metabat_unbinned
k99_91724	1268	32	47	maxbin_1	metabat_unbinned
k99_84383	1268	171	39	maxbin_2	metabat_unbinned
k99_84166	1268	62	36	maxbin_2	metabat_unbinned
k99_79976	1268	33	37	maxbin_2	metabat_unbinned
k99_76190	1268	38	47	maxbin_1	metabat_unbinned
k99_70897	1268	59	35	maxbin_2	metabat_unbinned
k99_41758	1268	114	38	maxbin_2	metabat_unbinned
k99_29667	1268	96	34	maxbin_2	metabat_unbinned
k99_125888	1268	97	32	maxbin_2	metabat_unbinned
k99_116771	1268	21	40	maxbin_2	metabat_unbinned
k99_102527	1268	564	33	maxbin_2	metabat_unbinned
k99_9960	1267	34	37	maxbin_2	metabat_unbinned
k99_96014	1267	41	36	maxbin_2	metabat_unbinned
k99_35523	1267	85	37	maxbin_2	metabat_unbinned
k99_34470	1267	37	35	maxbin_2	metabat_unbinned
k99_15748	1267	63	35	maxbin_2	metabat_unbinned
k99_103435	1267	415	39	maxbin_noclass	metabat_unbinned
k99_97258	1266	161	37	maxbin_2	metabat_unbinned
k99_96445	1266	39	34	maxbin_2	metabat_unbinned
k99_78495	1266	38	39	maxbin_2	metabat_unbinned
k99_69375	1266	117	38	maxbin_2	metabat_unbinned
k99_50064	1266	80	40	maxbin_2	metabat_unbinned
k99_37175	1266	232	38	maxbin_2	metabat_unbinned
k99_3164	1266	33	47	maxbin_1	metabat_unbinned
k99_120501	1266	34	36	maxbin_2	metabat_unbinned
k99_100157	1266	79	39	maxbin_2	metabat_unbinned
k99_87124	1265	38	44	maxbin_2	metabat_unbinned
k99_78835	1265	44	41	maxbin_2	metabat_unbinned
k99_63972	1265	30	43	maxbin_2	metabat_unbinned
k99_46363	1265	345	36	maxbin_2	metabat_unbinned
k99_48058	1264	66	34	maxbin_2	metabat_unbinned
k99_20096	1264	75	42	maxbin_2	metabat_unbinned
k99_117798	1264	26	36	maxbin_2	metabat_unbinned
k99_85862	1263	24	35	maxbin_2	metabat_unbinned
k99_74041	1263	1773	48	maxbin_1	metabat_unbinned
k99_56875	1263	64	36	maxbin_2	metabat_unbinned
k99_43353	1263	35	40	maxbin_2	metabat_unbinned
k99_35451	1263	51	39	maxbin_2	metabat_unbinned
k99_34471	1263	48	33	maxbin_2	metabat_unbinned
k99_25154	1263	49	44	maxbin_2	metabat_unbinned
k99_11203	1263	30	33	maxbin_2	metabat_unbinned
k99_6261	1262	72	37	maxbin_2	metabat_unbinned
k99_40886	1262	22	41	maxbin_2	metabat_unbinned
k99_38471	1262	2097	42	maxbin_1	metabat_unbinned
k99_28243	1262	62	36	maxbin_2	metabat_unbinned
k99_19166	1262	34	35	maxbin_2	metabat_unbinned
k99_10703	1262	30	35	maxbin_2	metabat_unbinned
k99_100029	1262	122	42	maxbin_2	metabat_unbinned
k99_72515	1261	1182	44	maxbin_1	metabat_unbinned
k99_35760	1261	33	36	maxbin_2	metabat_unbinned
k99_22814	1261	153	39	maxbin_2	metabat_unbinned
k99_116606	1261	37	35	maxbin_2	metabat_unbinned
k99_108191	1261	69	33	maxbin_2	metabat_unbinned
k99_106578	1261	71	32	maxbin_2	metabat_unbinned
k99_81242	1260	39	38	maxbin_2	metabat_unbinned
k99_6728	1260	63	39	maxbin_2	metabat_unbinned
k99_51937	1260	33	36	maxbin_2	metabat_unbinned
k99_30014	1260	172	38	maxbin_2	metabat_unbinned
k99_11991	1260	32	36	maxbin_2	metabat_unbinned
k99_83411	1259	23	39	maxbin_2	metabat_unbinned
k99_72294	1259	57	39	maxbin_2	metabat_unbinned
k99_25927	1259	161	57	maxbin_2	metabat_unbinned
k99_18257	1259	89	38	maxbin_2	metabat_unbinned
k99_121320	1259	48	43	maxbin_2	metabat_unbinned
k99_102251	1259	44	38	maxbin_2	metabat_unbinned
k99_87964	1258	20	49	maxbin_1	metabat_unbinned
k99_47561	1258	45	41	maxbin_2	metabat_unbinned
k99_45647	1258	24	34	maxbin_2	metabat_unbinned
k99_43316	1258	87	40	maxbin_2	metabat_unbinned
k99_3392	1258	29	35	maxbin_2	metabat_unbinned
k99_3270	1258	129	36	maxbin_2	metabat_unbinned
k99_26884	1258	55	39	maxbin_2	metabat_unbinned
k99_21138	1258	242	38	maxbin_2	metabat_unbinned
k99_77760	1257	69	36	maxbin_2	metabat_unbinned
k99_6558	1257	177	34	maxbin_2	metabat_unbinned
k99_61377	1257	962	49	maxbin_1	metabat_unbinned
k99_48775	1257	115	37	maxbin_2	metabat_unbinned
k99_35015	1257	42	39	maxbin_2	metabat_unbinned
k99_30819	1257	161	35	maxbin_2	metabat_unbinned
k99_30018	1257	45	35	maxbin_2	metabat_unbinned
k99_29890	1257	25	38	maxbin_2	metabat_unbinned
k99_19567	1257	51	37	maxbin_2	metabat_unbinned
k99_14381	1257	237	36	maxbin_2	metabat_unbinned
k99_14212	1257	66	38	maxbin_2	metabat_unbinned
k99_9301	1256	19	35	maxbin_2	metabat_unbinned
k99_89885	1256	96	36	maxbin_2	metabat_unbinned
k99_78741	1256	64	31	maxbin_2	metabat_unbinned
k99_71172	1256	83	41	maxbin_2	metabat_unbinned
k99_67533	1256	30	35	maxbin_2	metabat_unbinned
k99_50057	1256	37	39	maxbin_2	metabat_unbinned
k99_47096	1256	91	41	maxbin_2	metabat_unbinned
k99_1921	1256	55	41	maxbin_2	metabat_unbinned
k99_123131	1256	60	39	maxbin_2	metabat_unbinned
k99_102964	1256	33	40	maxbin_2	metabat_unbinned
k99_99688	1255	24	36	maxbin_2	metabat_unbinned
k99_82140	1255	88	38	maxbin_2	metabat_unbinned
k99_6673	1255	71	36	maxbin_2	metabat_unbinned
k99_61161	1255	32	34	maxbin_2	metabat_unbinned
k99_60143	1255	35	45	maxbin_2	metabat_unbinned
k99_48539	1255	22	34	maxbin_2	metabat_unbinned
k99_125624	1255	53	42	maxbin_2	metabat_unbinned
k99_9817	1254	73	40	maxbin_2	metabat_unbinned
k99_96910	1254	81	36	maxbin_2	metabat_unbinned
k99_96869	1254	28	30	maxbin_2	metabat_unbinned
k99_95208	1254	224	36	maxbin_2	metabat_unbinned
k99_89936	1254	41	36	maxbin_2	metabat_unbinned
k99_81431	1254	25	33	maxbin_2	metabat_unbinned
k99_51123	1254	75	36	maxbin_2	metabat_unbinned
k99_42447	1254	87	48	maxbin_1	metabat_unbinned
k99_30414	1254	78	42	maxbin_2	metabat_unbinned
k99_125229	1254	58	36	maxbin_2	metabat_unbinned
k99_118847	1254	32	38	maxbin_2	metabat_unbinned
k99_118173	1254	34	36	maxbin_2	metabat_unbinned
k99_115516	1254	44	37	maxbin_2	metabat_unbinned
k99_108899	1254	71	39	maxbin_2	metabat_unbinned
k99_98275	1253	23	41	maxbin_2	metabat_unbinned
k99_96130	1253	34	36	maxbin_2	metabat_unbinned
k99_69087	1253	45	40	maxbin_2	metabat_unbinned
k99_63767	1253	46	50	maxbin_1	metabat_unbinned
k99_48887	1253	35	37	maxbin_2	metabat_unbinned
k99_121347	1253	68	42	maxbin_2	metabat_unbinned
k99_104039	1253	91	37	maxbin_2	metabat_unbinned
k99_9561	1252	61	37	maxbin_2	metabat_unbinned
k99_73343	1252	47	35	maxbin_2	metabat_unbinned
k99_54550	1252	348	37	maxbin_2	metabat_unbinned
k99_50415	1252	35	39	maxbin_2	metabat_unbinned
k99_44549	1252	64	45	maxbin_2	metabat_unbinned
k99_30701	1252	120	35	maxbin_2	metabat_unbinned
k99_2407	1252	46	43	maxbin_2	metabat_unbinned
k99_103409	1252	47	35	maxbin_2	metabat_unbinned
k99_102864	1252	33	39	maxbin_2	metabat_unbinned
k99_77457	1251	33	35	maxbin_2	metabat_unbinned
k99_70802	1251	128	38	maxbin_2	metabat_unbinned
k99_67671	1251	30	35	maxbin_2	metabat_unbinned
k99_63528	1251	46	45	maxbin_2	metabat_unbinned
k99_61425	1251	44	36	maxbin_2	metabat_unbinned
k99_5746	1251	233	42	maxbin_2	metabat_unbinned
k99_53187	1251	26	41	maxbin_2	metabat_unbinned
k99_35811	1251	57	34	maxbin_2	metabat_unbinned
k99_33823	1251	23	36	maxbin_2	metabat_unbinned
k99_123018	1251	41	44	maxbin_2	metabat_unbinned
k99_122583	1251	39	42	maxbin_2	metabat_unbinned
k99_116535	1251	68	44	maxbin_2	metabat_unbinned
k99_10987	1251	35	40	maxbin_2	metabat_unbinned
k99_106336	1251	1014	43	maxbin_1	metabat_unbinned
k99_85880	1250	151	34	maxbin_2	metabat_unbinned
k99_8432	1250	39	42	maxbin_2	metabat_unbinned
k99_79922	1250	49	39	maxbin_2	metabat_unbinned
k99_76152	1250	42	47	maxbin_1	metabat_unbinned
k99_44861	1250	117	35	maxbin_2	metabat_unbinned
k99_32966	1250	55	40	maxbin_2	metabat_unbinned
k99_103403	1250	53	37	maxbin_2	metabat_unbinned
k99_91514	1249	32	35	maxbin_2	metabat_unbinned
k99_86206	1249	22	39	maxbin_2	metabat_unbinned
k99_70398	1249	42	40	maxbin_2	metabat_unbinned
k99_54733	1249	27	39	maxbin_2	metabat_unbinned
k99_32420	1249	267	38	maxbin_2	metabat_unbinned
k99_17409	1249	40	43	maxbin_2	metabat_unbinned
k99_118404	1249	31	34	maxbin_2	metabat_unbinned
k99_102230	1249	30	41	maxbin_2	metabat_unbinned
k99_95701	1248	35	32	maxbin_2	metabat_unbinned
k99_87105	1248	38	37	maxbin_2	metabat_unbinned
k99_21509	1248	124	46	maxbin_2	metabat_unbinned
k99_12943	1248	164	38	maxbin_2	metabat_unbinned
k99_118823	1248	76	44	maxbin_2	metabat_unbinned
k99_113848	1248	89	45	maxbin_2	metabat_unbinned
k99_10491	1248	43	45	maxbin_noclass	metabat_unbinned
k99_49327	1247	51	37	maxbin_2	metabat_unbinned
k99_31909	1247	60	42	maxbin_2	metabat_unbinned
k99_124430	1247	28	33	maxbin_2	metabat_unbinned
k99_107932	1247	55	36	maxbin_noclass	metabat_unbinned
k99_9029	1246	77	35	maxbin_2	metabat_unbinned
k99_7774	1246	27	33	maxbin_2	metabat_unbinned
k99_73363	1246	78	38	maxbin_2	metabat_unbinned
k99_63623	1246	64	35	maxbin_2	metabat_unbinned
k99_49753	1246	33	38	maxbin_2	metabat_unbinned
k99_49396	1246	23	38	maxbin_2	metabat_unbinned
k99_43369	1246	45	35	maxbin_2	metabat_unbinned
k99_3578	1246	64	41	maxbin_2	metabat_unbinned
k99_124557	1246	129	39	maxbin_2	metabat_unbinned
k99_93121	1245	282	35	maxbin_2	metabat_unbinned
k99_8937	1245	30	36	maxbin_2	metabat_unbinned
k99_75325	1245	118	35	maxbin_2	metabat_unbinned
k99_75002	1245	1271	50	maxbin_1	metabat_unbinned
k99_48490	1245	72	36	maxbin_2	metabat_unbinned
k99_40822	1245	66	37	maxbin_2	metabat_unbinned
k99_32365	1245	110	44	maxbin_2	metabat_unbinned
k99_18833	1245	118	41	maxbin_2	metabat_unbinned
k99_107658	1245	49	36	maxbin_2	metabat_unbinned
k99_104023	1245	161	39	maxbin_2	metabat_unbinned
k99_8522	1244	170	34	maxbin_2	metabat_unbinned
k99_58505	1244	52	37	maxbin_2	metabat_unbinned
k99_55612	1244	26	34	maxbin_2	metabat_unbinned
k99_36626	1244	38	38	maxbin_2	metabat_unbinned
k99_34548	1244	115	34	maxbin_2	metabat_unbinned
k99_33347	1244	28	35	maxbin_2	metabat_unbinned
k99_13471	1244	49	36	maxbin_2	metabat_unbinned
k99_126481	1244	107	41	maxbin_2	metabat_unbinned
k99_110301	1244	80	35	maxbin_2	metabat_unbinned
k99_71966	1243	132	38	maxbin_2	metabat_unbinned
k99_6782	1243	1322	45	maxbin_1	metabat_unbinned
k99_58591	1243	171	37	maxbin_2	metabat_unbinned
k99_41563	1243	40	40	maxbin_2	metabat_unbinned
k99_113436	1243	43	48	maxbin_1	metabat_unbinned
k99_82832	1242	27	41	maxbin_2	metabat_unbinned
k99_75388	1242	26	33	maxbin_2	metabat_unbinned
k99_68686	1242	127	36	maxbin_2	metabat_unbinned
k99_45188	1242	108	34	maxbin_2	metabat_unbinned
k99_41530	1242	72	32	maxbin_2	metabat_unbinned
k99_34801	1242	42	38	maxbin_2	metabat_unbinned
k99_101438	1242	41	43	maxbin_2	metabat_unbinned
k99_63710	1241	37	36	maxbin_2	metabat_unbinned
k99_59932	1241	62	40	maxbin_2	metabat_unbinned
k99_58706	1241	97	33	maxbin_2	metabat_unbinned
k99_47020	1241	196	45	maxbin_2	metabat_unbinned
k99_45522	1241	1107	48	maxbin_1	metabat_unbinned
k99_42006	1241	33	38	maxbin_2	metabat_unbinned
k99_37297	1241	63	36	maxbin_2	metabat_unbinned
k99_26114	1241	35	37	maxbin_2	metabat_unbinned
k99_16763	1241	3378	50	maxbin_1	metabat_unbinned
k99_110866	1241	23	40	maxbin_2	metabat_unbinned
k99_80705	1240	96	38	maxbin_2	metabat_unbinned
k99_46565	1240	55	34	maxbin_2	metabat_unbinned
k99_45980	1240	58	36	maxbin_2	metabat_unbinned
k99_40428	1240	21	35	maxbin_2	metabat_unbinned
k99_35947	1240	135	34	maxbin_2	metabat_unbinned
k99_32846	1240	92	38	maxbin_2	metabat_unbinned
k99_17563	1240	239	40	maxbin_2	metabat_unbinned
k99_17234	1240	25	38	maxbin_2	metabat_unbinned
k99_13481	1240	43	35	maxbin_2	metabat_unbinned
k99_13052	1240	150	41	maxbin_2	metabat_unbinned
k99_120081	1240	35	37	maxbin_2	metabat_unbinned
k99_98392	1239	35	35	maxbin_2	metabat_unbinned
k99_91670	1239	30	45	maxbin_2	metabat_unbinned
k99_89720	1239	114	37	maxbin_2	metabat_unbinned
k99_67805	1239	124	34	maxbin_2	metabat_unbinned
k99_47217	1239	19	32	maxbin_2	metabat_unbinned
k99_29176	1239	137	42	maxbin_2	metabat_unbinned
k99_24674	1239	25	40	maxbin_2	metabat_unbinned
k99_12071	1239	35	35	maxbin_noclass	metabat_unbinned
k99_118982	1239	90	35	maxbin_2	metabat_unbinned
k99_118491	1239	47	43	maxbin_2	metabat_unbinned
k99_104962	1239	81	35	maxbin_2	metabat_unbinned
k99_10379	1239	83	39	maxbin_2	metabat_unbinned
k99_10180	1239	87	50	maxbin_1	metabat_unbinned
k99_95345	1238	58	38	maxbin_2	metabat_unbinned
k99_8721	1238	30	37	maxbin_2	metabat_unbinned
k99_673	1238	28	39	maxbin_2	metabat_unbinned
k99_58798	1238	41	41	maxbin_2	metabat_unbinned
k99_54806	1238	176	37	maxbin_2	metabat_unbinned
k99_38632	1238	63	43	maxbin_2	metabat_unbinned
k99_34485	1238	76	36	maxbin_2	metabat_unbinned
k99_33964	1238	26	34	maxbin_2	metabat_unbinned
k99_22675	1238	128	40	maxbin_2	metabat_unbinned
k99_17694	1238	458	35	maxbin_2	metabat_unbinned
k99_105421	1238	181	38	maxbin_2	metabat_unbinned
k99_104318	1238	33	39	maxbin_2	metabat_unbinned
k99_104132	1238	48	39	maxbin_2	metabat_unbinned
k99_96153	1237	55	34	maxbin_2	metabat_unbinned
k99_91153	1237	35	39	maxbin_2	metabat_unbinned
k99_82544	1237	24	38	maxbin_2	metabat_unbinned
k99_78850	1237	15	37	maxbin_2	metabat_unbinned
k99_7196	1237	24	47	maxbin_noclass	metabat_unbinned
k99_29275	1237	57	40	maxbin_2	metabat_unbinned
k99_29156	1237	150	43	maxbin_2	metabat_unbinned
k99_96756	1236	60	45	maxbin_2	metabat_unbinned
k99_6756	1236	28	38	maxbin_2	metabat_unbinned
k99_66075	1236	49	39	maxbin_2	metabat_unbinned
k99_53475	1236	21	38	maxbin_2	metabat_unbinned
k99_49921	1236	549	35	maxbin_2	metabat_unbinned
k99_15406	1236	29	36	maxbin_2	metabat_unbinned
k99_121816	1236	15	55	maxbin_1	metabat_unbinned
k99_117327	1236	65	57	maxbin_1	metabat_unbinned
k99_70928	1235	24	38	maxbin_2	metabat_unbinned
k99_49862	1235	78	42	maxbin_2	metabat_unbinned
k99_45975	1235	36	38	maxbin_2	metabat_unbinned
k99_16915	1235	51	40	maxbin_2	metabat_unbinned
k99_118101	1235	52	35	maxbin_2	metabat_unbinned
k99_109441	1235	256	39	maxbin_2	metabat_unbinned
k99_89689	1234	25	36	maxbin_2	metabat_unbinned
k99_86488	1234	31	35	maxbin_2	metabat_unbinned
k99_67924	1234	32	40	maxbin_2	metabat_unbinned
k99_47194	1234	31	37	maxbin_2	metabat_unbinned
k99_35081	1234	54	39	maxbin_2	metabat_unbinned
k99_33881	1234	35	36	maxbin_2	metabat_unbinned
k99_23091	1234	61	36	maxbin_2	metabat_unbinned
k99_20989	1234	32	39	maxbin_2	metabat_unbinned
k99_86350	1233	22	39	maxbin_2	metabat_unbinned
